@relation Animals

@attribute hasName {NoName,Name}
@attribute animalType {Cat,Dog}
@attribute intactness {NotIntact,Intact,Unknown}
@attribute age {Baby,Adult,Senior,Unknown}
@attribute breed {Abyssinian,Affenpinscher,'Afghan Hound','Airedale Terrier',Akita,'Alaskan Husky','Alaskan Malamute','American Bulldog','American Eskimo','American Foxhound','American Pit Bull Terrier','American Shorthair','American Staffordshire Terrier','Anatol Shepherd',Angora,'Australian Cattle Dog','Australian Kelpie','Australian Shepherd','Australian Terrier',Balinese,Basenji,'Basset Hound',Beagle,'Bearded Collie',Beauceron,'Bedlington Terr','Belgian Malinois','Belgian Sheepdog','Belgian Tervuren',Bengal,'Bernese Mountain Dog','Bichon Frise',Black,'Black Mouth Cur',Bloodhound,'Blue Lacy','Bluetick Hound',Boerboel,Bombay,'Border Collie','Border Terrier','Boston Terrier',Boxer,'Boykin Span','British Shorthair',Brittany,'Bruss Griffon','Bull Terrier','Bull Terrier Miniature',Bulldog,Bullmastiff,Burmese,'Cairn Terrier','Canaan Dog','Cane Corso','Cardigan Welsh Corgi','Carolina Dog',Catahoula,'Cavalier Span','Chesa Bay Retr','Chihuahua Longhair','Chihuahua Shorthair','Chinese Crested','Chinese Sharpei','Chow Chow','Cocker Spaniel','Collie Rough','Collie Smooth','Cornish Rex',Cymric,Dachshund,'Dachshund Longhair','Dachshund Wirehair',Dalmatian,'Devon Rex','Doberman Pinsch','Dogo Argentino','Dogue De Bordeaux','Domestic Longhair','Domestic Medium Hair','Domestic Shorthair','Dutch Shepherd','English Bulldog','English Cocker Spaniel','English Coonhound','English Foxhound','English Pointer','English Setter','English Shepherd','English Springer Spaniel',Entlebucher,'Exotic Shorthair',Feist,'Field Spaniel','Finnish Spitz','Flat Coat Retriever','French Bulldog','German Pinscher','German Shepherd','German Shorthair Pointer','German Wirehaired Pointer','Glen Of Imaal','Golden Retriever','Great Dane','Great Pyrenees','Greater Swiss Mountain Dog',Greyhound,Harrier,'Havana Brown',Havanese,Himalayan,Hovawart,'Ibizan Hound','Irish Setter','Irish Terrier','Irish Wolfhound','Italian Greyhound','Jack Russell Terrier','Japanese Bobtail','Japanese Chin',Javanese,Jindo,Keeshond,Kuvasz,'Labrador Retriever',Landseer,Leonberger,'Lhasa Apso',Lowchen,'Maine Coon',Maltese,'Manchester Terrier',Manx,Mastiff,'Mexican Hairless','Miniature Pinscher','Miniature Poodle','Miniature Schnauzer','Munchkin Longhair','Neapolitan Mastiff',Newfoundland,'Norfolk Terrier','Norwegian Elkhound','Norwegian Forest Cat','Norwich Terrier','Nova Scotia Duck Tolling Retriever',Ocicat,'Old English Bulldog','Old English Sheepdog',Otterhound,Papillon,'Parson Russell Terrier','Patterdale Terr',Pbgv,Pekingese,'Pembroke Welsh Corgi',Persian,'Pharaoh Hound','Picardy Sheepdog','Pit Bull','Pixiebob Shorthair','Plott Hound','Podengo Pequeno',Pointer,Pomeranian,'Port Water Dog','Presa Canario',Pug,'Queensland Heeler',Ragdoll,'Rat Terrier','Redbone Hound','Rhod Ridgeback',Rottweiler,'Russian Blue',Saluki,Samoyed,Schipperke,'Schnauzer Giant','Scottish Terrier','Sealyham Terr','Shetland Sheepdog','Shiba Inu','Shih Tzu',Siamese,'Siberian Husky','Silky Terrier','Skye Terrier','Smooth Fox Terrier',Snowshoe,'Soft Coated Wheaten Terrier','Spanish Mastiff',Sphynx,'Spinone Italiano','St. Bernard Rough Coat','St. Bernard Smooth Coat',Staffordshire,'Standard Poodle','Standard Schnauzer','Swedish Vallhund','Swiss Hound','Tibetan Spaniel','Tibetan Terrier',Tonkinese,'Toy Fox Terrier','Toy Poodle','Treeing Cur','Treeing Tennesse Brindle','Treeing Walker Coonhound','Turkish Van',Unknown,Vizsla,Weimaraner,'Welsh Springer Spaniel','Welsh Terrier','West Highland',Whippet,'Wire Hair Fox Terrier','Wirehaired Pointing Griffon','Yorkshire Terrier'}
@attribute ageInDays numeric
@attribute hour numeric
@attribute outcome {Adoption,Return_to_owner,Transfer,Euthanasia,Died}

@data
Name,Dog,Intact,Adult,'Chinese Sharpei',365,15,Transfer
Name,Dog,NotIntact,Senior,Pomeranian,4380,7,Return_to_owner
Name,Cat,Intact,Adult,'Domestic Shorthair',365,14,Transfer
Name,Dog,NotIntact,Adult,'Redbone Hound',730,17,Adoption
NoName,Dog,NotIntact,Adult,'Plott Hound',365,18,Adoption
Name,Cat,NotIntact,Senior,'Domestic Shorthair',7300,15,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,14,Transfer
Name,Dog,NotIntact,Baby,'Labrador Retriever',31,0,Transfer
Name,Dog,Intact,Adult,'Chihuahua Shorthair',365,15,Transfer
Name,Cat,NotIntact,Senior,'Domestic Shorthair',4380,16,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,17,Adoption
Name,Dog,NotIntact,Senior,'Miniature Pinscher',2190,12,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',1095,15,Adoption
NoName,Dog,Intact,Baby,'German Shepherd',7,15,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,18,Transfer
Name,Cat,NotIntact,Adult,Snowshoe,1825,12,Transfer
Name,Dog,NotIntact,Senior,'German Shepherd',2555,18,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Shorthair',31,17,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',365,15,Adoption
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',62,13,Adoption
NoName,Dog,Intact,Baby,'German Shepherd',7,15,Transfer
NoName,Cat,NotIntact,Senior,'Domestic Shorthair',4380,11,Euthanasia
Name,Dog,Intact,Senior,'Basset Hound',2555,15,Return_to_owner
NoName,Cat,Unknown,Adult,'Domestic Shorthair',730,9,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,11,Transfer
Name,Cat,Intact,Baby,'Domestic Longhair',62,13,Transfer
NoName,Dog,NotIntact,Baby,'Border Collie',124,17,Adoption
Name,Dog,NotIntact,Senior,'Plott Hound',2555,17,Return_to_owner
NoName,Cat,Intact,Baby,'Domestic Medium Hair',124,15,Transfer
Name,Dog,NotIntact,Baby,'German Shepherd',31,17,Adoption
Name,Dog,Intact,Senior,'Smooth Fox Terrier',2555,14,Return_to_owner
NoName,Cat,Unknown,Baby,'Domestic Shorthair',7,15,Transfer
Name,Dog,Intact,Baby,'Rat Terrier',62,14,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,10,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Longhair',1825,13,Adoption
Name,Dog,NotIntact,Baby,'German Shepherd',341,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,11,Adoption
Name,Dog,NotIntact,Baby,'Pit Bull',341,16,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,16,Adoption
Name,Dog,NotIntact,Senior,Rottweiler,4015,18,Return_to_owner
Name,Dog,NotIntact,Adult,'German Shepherd',730,13,Adoption
NoName,Dog,NotIntact,Baby,'German Shepherd',93,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1825,15,Adoption
NoName,Dog,NotIntact,Baby,'Cairn Terrier',62,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,16,Adoption
NoName,Cat,Unknown,Adult,'Domestic Shorthair',0,15,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,18,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',4380,17,Return_to_owner
Name,Dog,Intact,Senior,'Australian Cattle Dog',2920,12,Return_to_owner
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,15,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,18,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Cat,NotIntact,Baby,Siamese,155,18,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',4,14,Transfer
NoName,Dog,NotIntact,Baby,'Jack Russell Terrier',186,17,Adoption
Name,Dog,NotIntact,Adult,'American Bulldog',730,14,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,12,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,15,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,14,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',279,17,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,16,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,14,Adoption
Name,Dog,NotIntact,Adult,'Great Pyrenees',730,13,Return_to_owner
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',365,17,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',31,18,Adoption
NoName,Dog,Intact,Adult,'Miniature Poodle',365,11,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,13,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,19,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,15,Transfer
NoName,Dog,NotIntact,Baby,'Dachshund Wirehair',62,18,Adoption
Name,Dog,Intact,Baby,'Chihuahua Shorthair',62,15,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',31,12,Transfer
Name,Dog,NotIntact,Adult,Pointer,365,15,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1825,12,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,17,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,17,Adoption
NoName,Dog,NotIntact,Adult,'Pit Bull',365,18,Adoption
NoName,Dog,Intact,Adult,'Pit Bull',1460,18,Euthanasia
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,18,Adoption
Name,Dog,Intact,Adult,'Pit Bull',1095,17,Return_to_owner
Name,Dog,NotIntact,Adult,'Miniature Poodle',365,15,Adoption
Name,Dog,Intact,Adult,'Labrador Retriever',365,12,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',62,9,Transfer
Name,Dog,NotIntact,Adult,'American Staffordshire Terrier',730,11,Adoption
Name,Dog,Intact,Adult,'Rat Terrier',365,15,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,19,Adoption
Name,Dog,NotIntact,Adult,'Redbone Hound',365,18,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,14,Transfer
Name,Dog,NotIntact,Baby,Dachshund,248,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
Name,Dog,NotIntact,Adult,Rottweiler,365,11,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',730,11,Adoption
Name,Dog,NotIntact,Adult,Beagle,1095,17,Adoption
Name,Dog,NotIntact,Senior,Dachshund,4745,14,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1095,14,Transfer
Name,Dog,NotIntact,Baby,'Belgian Malinois',62,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1825,12,Transfer
Name,Dog,NotIntact,Baby,'Australian Kelpie',124,0,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',31,18,Adoption
NoName,Dog,Unknown,Baby,'Pit Bull',2,15,Transfer
Name,Dog,NotIntact,Baby,'Golden Retriever',186,13,Adoption
Name,Dog,NotIntact,Adult,'Australian Kelpie',365,17,Adoption
Name,Dog,NotIntact,Adult,'St. Bernard Rough Coat',1095,17,Adoption
Name,Dog,NotIntact,Adult,Dachshund,730,16,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,14,Adoption
Name,Dog,NotIntact,Adult,Boxer,1460,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,12,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',1825,18,Return_to_owner
NoName,Dog,NotIntact,Baby,'Queensland Heeler',186,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Longhair',93,14,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Dog,NotIntact,Adult,'Cardigan Welsh Corgi',1460,17,Adoption
NoName,Dog,NotIntact,Adult,'Chihuahua Longhair',365,17,Adoption
Name,Dog,Intact,Baby,'Australian Cattle Dog',186,12,Transfer
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',365,12,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,9,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',62,15,Transfer
NoName,Cat,Intact,Adult,'Domestic Medium Hair',365,9,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,18,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',21,18,Transfer
Name,Dog,NotIntact,Baby,Dachshund,155,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,11,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',186,11,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,13,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,21,Adoption
Name,Dog,NotIntact,Baby,'Pit Bull',155,18,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',730,11,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,0,Transfer
Name,Dog,NotIntact,Baby,'Pit Bull',279,11,Adoption
NoName,Dog,Intact,Baby,'Chihuahua Shorthair',31,9,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',28,16,Transfer
Name,Dog,NotIntact,Adult,'Chinese Sharpei',730,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,14,Transfer
NoName,Dog,Intact,Adult,'Shih Tzu',730,19,Transfer
NoName,Cat,Intact,Adult,'Domestic Medium Hair',365,9,Transfer
Name,Dog,NotIntact,Baby,'Labrador Retriever',155,13,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',248,19,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1825,14,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,13,Adoption
Name,Cat,NotIntact,Senior,'Domestic Shorthair',2920,13,Adoption
Name,Dog,NotIntact,Adult,'Cardigan Welsh Corgi',730,19,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,12,Adoption
Name,Cat,NotIntact,Adult,Snowshoe,365,12,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',730,19,Adoption
Name,Dog,NotIntact,Adult,'Border Collie',365,18,Adoption
Name,Dog,NotIntact,Senior,'Italian Greyhound',2555,13,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,15,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Longhair',124,15,Adoption
Name,Dog,Intact,Adult,'Border Terrier',730,13,Transfer
NoName,Dog,Intact,Baby,'Labrador Retriever',62,15,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',365,18,Adoption
NoName,Dog,Intact,Baby,'Chihuahua Shorthair',93,12,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,14,Transfer
Name,Dog,Intact,Senior,'German Shepherd',4380,15,Return_to_owner
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Dog,NotIntact,Adult,'German Shorthair Pointer',730,11,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,12,Transfer
NoName,Cat,Intact,Adult,'Domestic Medium Hair',730,9,Transfer
Name,Dog,NotIntact,Adult,Staffordshire,365,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',279,12,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,18,Adoption
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',365,18,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1095,14,Transfer
Name,Dog,NotIntact,Baby,'American Bulldog',62,18,Adoption
Name,Dog,NotIntact,Adult,'Australian Cattle Dog',730,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,0,Transfer
Name,Dog,NotIntact,Adult,'Australian Kelpie',1825,18,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,13,Adoption
Name,Dog,NotIntact,Baby,'Pit Bull',124,12,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,16,Adoption
Name,Dog,Intact,Baby,'Pit Bull',62,0,Transfer
Name,Dog,Intact,Adult,Havanese,730,10,Transfer
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',730,13,Transfer
Name,Dog,NotIntact,Senior,Staffordshire,2190,15,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,17,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',21,13,Transfer
Name,Dog,NotIntact,Adult,'Australian Cattle Dog',1825,17,Adoption
Name,Dog,NotIntact,Senior,'Pit Bull',2190,13,Return_to_owner
Name,Dog,NotIntact,Adult,Weimaraner,730,15,Return_to_owner
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,18,Adoption
Name,Dog,NotIntact,Adult,'Shih Tzu',1825,17,Return_to_owner
Name,Dog,NotIntact,Baby,'Jack Russell Terrier',155,14,Adoption
Name,Dog,NotIntact,Adult,Beagle,730,13,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',248,19,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,0,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',2555,11,Return_to_owner
Name,Dog,NotIntact,Adult,'Pit Bull',1825,12,Return_to_owner
Name,Cat,Intact,Baby,'Domestic Shorthair',31,15,Transfer
NoName,Cat,Unknown,Baby,'Domestic Shorthair',2,14,Transfer
Name,Dog,NotIntact,Adult,'Flat Coat Retriever',730,15,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,14,Transfer
Name,Dog,Intact,Adult,'Pit Bull',730,13,Return_to_owner
NoName,Cat,Unknown,Baby,'Domestic Shorthair',1,15,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',310,16,Adoption
Name,Dog,NotIntact,Senior,Greyhound,2920,12,Return_to_owner
Name,Dog,NotIntact,Senior,'Australian Cattle Dog',2555,13,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,16,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Medium Hair',62,14,Adoption
NoName,Dog,NotIntact,Baby,'Cardigan Welsh Corgi',186,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,17,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',14,14,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,12,Adoption
NoName,Dog,Intact,Baby,'Labrador Retriever',14,0,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',186,13,Adoption
Name,Cat,NotIntact,Baby,'Domestic Longhair',124,13,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,10,Transfer
NoName,Dog,Intact,Adult,'Chihuahua Shorthair',365,15,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,11,Adoption
Name,Cat,NotIntact,Baby,Siamese,62,18,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,16,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',217,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,11,Adoption
Name,Dog,NotIntact,Adult,'Chinese Crested',1460,17,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',124,16,Adoption
NoName,Dog,NotIntact,Baby,'Plott Hound',124,18,Adoption
NoName,Dog,Intact,Baby,'Australian Cattle Dog',7,13,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',6,16,Transfer
NoName,Dog,Intact,Baby,'Cardigan Welsh Corgi',217,13,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',730,14,Adoption
Name,Dog,NotIntact,Adult,'Chow Chow',365,13,Adoption
Name,Dog,NotIntact,Baby,'Yorkshire Terrier',124,11,Transfer
Name,Dog,NotIntact,Baby,'Labrador Retriever',93,18,Adoption
Name,Dog,NotIntact,Senior,'German Shepherd',2555,12,Return_to_owner
Name,Dog,NotIntact,Baby,'Labrador Retriever',62,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,17,Adoption
Name,Dog,NotIntact,Adult,Catahoula,730,13,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,14,Adoption
NoName,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
Name,Dog,Intact,Senior,'Siberian Husky',2555,12,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',365,16,Adoption
Name,Dog,NotIntact,Adult,'Boston Terrier',730,17,Return_to_owner
Name,Dog,Intact,Baby,'Pit Bull',248,13,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,16,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,17,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',7,13,Transfer
Name,Dog,NotIntact,Adult,'Great Dane',730,14,Return_to_owner
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',365,16,Transfer
Name,Dog,NotIntact,Adult,'Jack Russell Terrier',1095,14,Adoption
Name,Dog,NotIntact,Senior,'Labrador Retriever',3285,16,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
Name,Cat,NotIntact,Senior,Bengal,2920,12,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',155,15,Transfer
Name,Dog,NotIntact,Baby,'Pit Bull',62,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',155,13,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',31,18,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1825,12,Transfer
Name,Cat,NotIntact,Baby,'Domestic Longhair',62,18,Adoption
Name,Dog,NotIntact,Baby,'Manchester Terrier',62,15,Adoption
Name,Dog,NotIntact,Adult,'Yorkshire Terrier',730,17,Adoption
Name,Dog,NotIntact,Senior,'Pit Bull',3285,12,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2555,14,Transfer
NoName,Cat,Intact,Baby,'Domestic Longhair',62,7,Transfer
Name,Dog,NotIntact,Baby,'Chihuahua Longhair',93,14,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,13,Adoption
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',62,13,Adoption
Name,Dog,NotIntact,Senior,'Miniature Poodle',4745,13,Return_to_owner
Name,Dog,NotIntact,Adult,'Rat Terrier',1095,17,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',62,15,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,17,Adoption
NoName,Dog,Intact,Adult,Dachshund,730,11,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,16,Adoption
Name,Dog,NotIntact,Baby,Boxer,186,14,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1460,15,Adoption
Name,Cat,NotIntact,Senior,'Domestic Shorthair',3650,12,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,13,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',124,15,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',124,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Dog,NotIntact,Adult,'Dachshund Wirehair',1825,12,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,16,Adoption
NoName,Dog,NotIntact,Adult,Pug,1095,18,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,18,Adoption
NoName,Cat,Intact,Senior,Ragdoll,3650,12,Euthanasia
Name,Dog,NotIntact,Adult,'Pit Bull',730,11,Adoption
Name,Dog,NotIntact,Senior,'Chihuahua Shorthair',3285,16,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',31,0,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',93,0,Transfer
NoName,Cat,Intact,Baby,'Domestic Longhair',14,18,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,13,Adoption
Name,Dog,NotIntact,Adult,'Jack Russell Terrier',730,17,Adoption
Name,Dog,NotIntact,Adult,'Black Mouth Cur',365,11,Adoption
NoName,Cat,Unknown,Adult,'Domestic Shorthair',730,9,Transfer
Name,Cat,NotIntact,Senior,'Domestic Shorthair',3650,15,Adoption
Name,Dog,Intact,Baby,'Labrador Retriever',186,14,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',124,19,Adoption
NoName,Dog,Unknown,Adult,'Chihuahua Shorthair',0,9,Transfer
Name,Dog,NotIntact,Baby,'Miniature Poodle',155,18,Adoption
Name,Dog,NotIntact,Baby,'German Shepherd',62,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,13,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',7,15,Transfer
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,17,Adoption
Name,Dog,NotIntact,Baby,Boxer,248,12,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,19,Adoption
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',155,17,Adoption
Name,Dog,NotIntact,Adult,'Basset Hound',1095,16,Return_to_owner
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,17,Transfer
Name,Dog,NotIntact,Baby,'Great Dane',248,17,Adoption
Name,Dog,NotIntact,Baby,'Pit Bull',62,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Longhair',62,14,Adoption
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',62,18,Adoption
NoName,Dog,Intact,Baby,'Pit Bull',31,16,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',155,9,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',730,13,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,10,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Dog,NotIntact,Baby,'Manchester Terrier',310,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,0,Transfer
NoName,Dog,NotIntact,Baby,'Great Pyrenees',155,16,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',730,17,Adoption
Name,Dog,NotIntact,Adult,'Miniature Pinscher',730,15,Adoption
Name,Dog,NotIntact,Adult,Dachshund,1095,13,Adoption
Name,Dog,NotIntact,Baby,'Australian Shepherd',62,17,Adoption
Name,Dog,Intact,Adult,'Miniature Schnauzer',365,17,Return_to_owner
Name,Dog,NotIntact,Baby,'Pit Bull',248,17,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',730,14,Adoption
