@relation Animals

@attribute hasName {NoName,Name}
@attribute animalType {Cat,Dog}
@attribute intactness {NotIntact,Intact,Unknown}
@attribute sex {Female,Male,Unknown}
@attribute age {Baby,Adult,Senior,Unknown}
@attribute breed {Abyssinian,Affenpinscher,'Afghan Hound','Airedale Terrier',Akita,'Alaskan Husky','Alaskan Malamute','American Bulldog','American Eskimo','American Foxhound','American Pit Bull Terrier','American Shorthair','American Staffordshire Terrier','Anatol Shepherd',Angora,'Australian Cattle Dog','Australian Kelpie','Australian Shepherd','Australian Terrier',Balinese,Basenji,'Basset Hound',Beagle,'Bearded Collie',Beauceron,'Bedlington Terr','Belgian Malinois','Belgian Sheepdog','Belgian Tervuren',Bengal,'Bernese Mountain Dog','Bichon Frise',Black,'Black Mouth Cur',Bloodhound,'Blue Lacy','Bluetick Hound',Boerboel,Bombay,'Border Collie','Border Terrier','Boston Terrier',Boxer,'Boykin Span','British Shorthair',Brittany,'Bruss Griffon','Bull Terrier','Bull Terrier Miniature',Bulldog,Bullmastiff,Burmese,'Cairn Terrier','Canaan Dog','Cane Corso','Cardigan Welsh Corgi','Carolina Dog',Catahoula,'Cavalier Span','Chesa Bay Retr','Chihuahua Longhair','Chihuahua Shorthair','Chinese Crested','Chinese Sharpei','Chow Chow','Cocker Spaniel','Collie Rough','Collie Smooth','Cornish Rex',Cymric,Dachshund,'Dachshund Longhair','Dachshund Wirehair',Dalmatian,'Devon Rex','Doberman Pinsch','Dogo Argentino','Dogue De Bordeaux','Domestic Longhair','Domestic Medium Hair','Domestic Shorthair','Dutch Shepherd','English Bulldog','English Cocker Spaniel','English Coonhound','English Foxhound','English Pointer','English Setter','English Shepherd','English Springer Spaniel',Entlebucher,'Exotic Shorthair',Feist,'Field Spaniel','Finnish Spitz','Flat Coat Retriever','French Bulldog','German Pinscher','German Shepherd','German Shorthair Pointer','German Wirehaired Pointer','Glen Of Imaal','Golden Retriever','Great Dane','Great Pyrenees','Greater Swiss Mountain Dog',Greyhound,Harrier,'Havana Brown',Havanese,Himalayan,Hovawart,'Ibizan Hound','Irish Setter','Irish Terrier','Irish Wolfhound','Italian Greyhound','Jack Russell Terrier','Japanese Bobtail','Japanese Chin',Javanese,Jindo,Keeshond,Kuvasz,'Labrador Retriever',Landseer,Leonberger,'Lhasa Apso',Lowchen,'Maine Coon',Maltese,'Manchester Terrier',Manx,Mastiff,'Mexican Hairless','Miniature Pinscher','Miniature Poodle','Miniature Schnauzer','Munchkin Longhair','Neapolitan Mastiff',Newfoundland,'Norfolk Terrier','Norwegian Elkhound','Norwegian Forest Cat','Norwich Terrier','Nova Scotia Duck Tolling Retriever',Ocicat,'Old English Bulldog','Old English Sheepdog',Otterhound,Papillon,'Parson Russell Terrier','Patterdale Terr',Pbgv,Pekingese,'Pembroke Welsh Corgi',Persian,'Pharaoh Hound','Picardy Sheepdog','Pit Bull','Pixiebob Shorthair','Plott Hound','Podengo Pequeno',Pointer,Pomeranian,'Port Water Dog','Presa Canario',Pug,'Queensland Heeler',Ragdoll,'Rat Terrier','Redbone Hound','Rhod Ridgeback',Rottweiler,'Russian Blue',Saluki,Samoyed,Schipperke,'Schnauzer Giant','Scottish Terrier','Sealyham Terr','Shetland Sheepdog','Shiba Inu','Shih Tzu',Siamese,'Siberian Husky','Silky Terrier','Skye Terrier','Smooth Fox Terrier',Snowshoe,'Soft Coated Wheaten Terrier','Spanish Mastiff',Sphynx,'Spinone Italiano','St. Bernard Rough Coat','St. Bernard Smooth Coat',Staffordshire,'Standard Poodle','Standard Schnauzer','Swedish Vallhund','Swiss Hound','Tibetan Spaniel','Tibetan Terrier',Tonkinese,'Toy Fox Terrier','Toy Poodle','Treeing Cur','Treeing Tennesse Brindle','Treeing Walker Coonhound','Turkish Van',Unknown,Vizsla,Weimaraner,'Welsh Springer Spaniel','Welsh Terrier','West Highland',Whippet,'Wire Hair Fox Terrier','Wirehaired Pointing Griffon','Yorkshire Terrier'}
@attribute color {Agouti,Apricot,Black,'Black Brindle','Black Smoke','Black Tabby','Black Tiger',Blue,'Blue Cream','Blue Merle','Blue Point','Blue Smoke','Blue Tabby','Blue Tick','Blue Tiger',Brown,'Brown Brindle','Brown Merle','Brown Tabby','Brown Tiger',Buff,Calico,'Calico Point',Chocolate,'Chocolate Point',Cream,'Cream Tabby',Fawn,'Flame Point',Gold,Gray,'Gray Tabby','Lilac Point',Liver,'Liver Tick','Lynx Point',Orange,'Orange Tabby','Orange Tiger',Pink,Red,'Red Merle','Red Tick',Ruddy,Sable,'Seal Point',Silver,'Silver Lynx Point','Silver Tabby',Tan,Torbie,Tortie,'Tortie Point',Tricolor,White,Yellow,'Yellow Brindle'}
@attribute ageInDays numeric
@attribute hour numeric
@attribute outcome {Adoption,Return_to_owner,Transfer,Euthanasia,Died}

@data
Name,Dog,Intact,Female,Baby,'Pit Bull',Brown,62,13,Return_to_owner
NoName,Dog,NotIntact,Female,Adult,Pomeranian,Red,365,17,Transfer
Name,Dog,NotIntact,Male,Adult,'St. Bernard Smooth Coat',Brown,730,11,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',31,11,Died
NoName,Cat,NotIntact,Female,Baby,Siamese,'Lynx Point',62,16,Adoption
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Black,365,18,Return_to_owner
NoName,Cat,NotIntact,Female,Baby,'Domestic Longhair',Torbie,62,19,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,15,Adoption
Name,Dog,NotIntact,Male,Adult,'Shih Tzu',Red,730,18,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Medium Hair','Blue Tabby',365,17,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',155,14,Return_to_owner
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,155,11,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Blue Tabby',155,18,Adoption
Name,Cat,NotIntact,Male,Baby,Siamese,'Seal Point',62,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Australian Shepherd',White,365,12,Return_to_owner
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Orange Tabby',1825,14,Transfer
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Brown,248,12,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Brown,365,14,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Longhair',Black,248,19,Adoption
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Black,93,18,Adoption
NoName,Dog,NotIntact,Male,Baby,'Bluetick Hound',Black,62,18,Adoption
Name,Cat,NotIntact,Female,Senior,'Domestic Shorthair',Torbie,2920,15,Adoption
NoName,Dog,Intact,Male,Adult,'Anatol Shepherd',Tricolor,730,16,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull','Blue Tiger',365,12,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Black,1460,11,Return_to_owner
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair',Blue,730,15,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Shih Tzu',Tan,365,8,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,62,0,Transfer
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tan,1460,12,Adoption
Name,Dog,NotIntact,Female,Baby,'Labrador Retriever',Red,124,12,Adoption
Name,Dog,NotIntact,Female,Adult,Dachshund,'Brown Brindle',730,17,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',186,18,Adoption
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair','Brown Tabby',365,9,Transfer
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',White,1095,13,Adoption
Name,Dog,NotIntact,Male,Adult,'Cardigan Welsh Corgi',Tricolor,1460,8,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',21,17,Transfer
Name,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,31,13,Adoption
Name,Dog,Intact,Male,Adult,'Chihuahua Shorthair',Blue,730,11,Return_to_owner
Name,Dog,NotIntact,Female,Baby,'Rat Terrier',White,62,18,Adoption
Name,Dog,NotIntact,Male,Baby,Boxer,'Black Brindle',93,12,Adoption
Name,Cat,Intact,Male,Baby,'Domestic Shorthair',Cream,28,17,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',7,15,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,31,16,Euthanasia
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,19,Adoption
Name,Dog,Intact,Male,Baby,'Yorkshire Terrier',Tan,7,15,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Medium Hair','Orange Tabby',62,17,Adoption
Name,Dog,NotIntact,Female,Baby,Catahoula,Brown,217,15,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Chocolate,1825,12,Adoption
Name,Dog,NotIntact,Female,Adult,'English Bulldog',White,730,11,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Orange Tabby',7,16,Transfer
NoName,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tricolor,365,19,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Longhair',Black,28,15,Transfer
Name,Dog,NotIntact,Male,Senior,'Jack Russell Terrier',White,2555,18,Return_to_owner
Name,Dog,NotIntact,Male,Adult,Pug,Fawn,1460,16,Adoption
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Blue Tabby',62,18,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Calico,365,11,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Blue Tabby',31,16,Transfer
Name,Dog,NotIntact,Male,Adult,Beagle,Black,1095,18,Transfer
Name,Dog,NotIntact,Female,Baby,'Border Collie',Chocolate,93,12,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Red,1095,18,Adoption
Name,Dog,NotIntact,Female,Baby,'Golden Retriever',Brown,31,12,Adoption
Name,Dog,NotIntact,Female,Adult,Beagle,Tan,1825,19,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull','Black Brindle',730,17,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Blue,365,12,Transfer
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Chocolate,365,17,Adoption
Name,Dog,NotIntact,Male,Baby,'Norfolk Terrier',White,62,17,Adoption
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',93,17,Adoption
Name,Dog,Intact,Female,Senior,'Chihuahua Shorthair',Black,3650,11,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Orange Tabby',14,14,Transfer
Name,Dog,Intact,Male,Baby,'Chihuahua Shorthair','Brown Merle',62,14,Adoption
Name,Dog,NotIntact,Female,Adult,Catahoula,'Brown Brindle',365,15,Adoption
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Chocolate,6570,11,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Belgian Malinois',Brown,1825,11,Return_to_owner
Name,Cat,NotIntact,Female,Senior,'Domestic Medium Hair',Calico,2920,11,Transfer
Name,Dog,NotIntact,Male,Senior,'Pit Bull',Brown,3285,19,Transfer
Name,Dog,NotIntact,Male,Baby,'German Shepherd',Brown,31,19,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Cream Tabby',365,13,Adoption
NoName,Dog,Intact,Male,Adult,'Chihuahua Shorthair',Black,365,17,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Chocolate,730,18,Euthanasia
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',28,14,Transfer
Name,Dog,Intact,Female,Baby,'German Shepherd',Black,310,18,Return_to_owner
NoName,Dog,NotIntact,Female,Adult,Dachshund,Black,1095,17,Adoption
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair','Brown Tabby',365,9,Transfer
Name,Dog,Intact,Male,Adult,'American Pit Bull Terrier','Brown Brindle',730,0,Transfer
NoName,Dog,Intact,Male,Baby,'Pit Bull',Black,248,15,Euthanasia
Name,Dog,NotIntact,Male,Adult,Dachshund,Black,365,15,Transfer
Name,Dog,Intact,Male,Adult,'Lhasa Apso',Gray,1095,11,Transfer
Name,Dog,Intact,Male,Senior,'Yorkshire Terrier',Sable,2190,11,Return_to_owner
Name,Dog,NotIntact,Male,Adult,Maltese,White,365,15,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,18,Adoption
Name,Dog,NotIntact,Male,Baby,'Collie Rough',White,124,19,Adoption
NoName,Dog,NotIntact,Female,Adult,'Cairn Terrier',Black,730,17,Adoption
Name,Dog,NotIntact,Female,Adult,'Cardigan Welsh Corgi',Black,730,8,Adoption
NoName,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Blue Tabby',730,19,Transfer
NoName,Dog,NotIntact,Female,Baby,'Dachshund Longhair',Black,62,18,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,20,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Longhair','Cream Tabby',1825,16,Return_to_owner
Name,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',White,93,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Cairn Terrier',Buff,730,14,Adoption
Name,Dog,Intact,Female,Adult,'Cairn Terrier',Tan,730,12,Transfer
Name,Dog,NotIntact,Female,Adult,'Miniature Poodle',White,1460,14,Transfer
Name,Dog,Intact,Female,Adult,'Chihuahua Shorthair',Brown,365,12,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,16,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Silver Tabby',62,16,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Medium Hair','Blue Tabby',62,13,Adoption
NoName,Cat,NotIntact,Female,Baby,'Domestic Medium Hair','Blue Tabby',186,9,Transfer
Name,Dog,NotIntact,Male,Senior,'Doberman Pinsch',Chocolate,2555,0,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',217,14,Transfer
NoName,Dog,NotIntact,Female,Baby,'Collie Smooth','Brown Brindle',93,17,Adoption
Name,Dog,Intact,Female,Senior,'German Shepherd',Black,5840,19,Return_to_owner
Name,Dog,NotIntact,Male,Adult,Schipperke,Black,365,15,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tricolor,1095,13,Transfer
Name,Dog,NotIntact,Female,Baby,'Pit Bull',Tan,186,11,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Medium Hair',Black,62,17,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Orange Tabby',730,12,Transfer
Name,Dog,NotIntact,Male,Adult,Pomeranian,Tan,1095,18,Return_to_owner
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,93,13,Transfer
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Tan,2190,18,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Pit Bull',White,730,17,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Black,28,13,Transfer
Name,Dog,NotIntact,Female,Senior,'Labrador Retriever',Black,2190,15,Return_to_owner
Name,Cat,NotIntact,Male,Adult,Ocicat,Chocolate,2190,14,Adoption
NoName,Dog,NotIntact,Female,Adult,Dachshund,Red,1095,17,Adoption
Name,Dog,NotIntact,Male,Senior,'Parson Russell Terrier',White,3650,12,Return_to_owner
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Cream Tabby',1460,14,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Toy Poodle',Tricolor,1095,15,Adoption
Name,Dog,Intact,Female,Baby,'Golden Retriever',Tan,186,13,Transfer
Name,Dog,NotIntact,Male,Adult,'Australian Cattle Dog',Black,365,18,Transfer
Name,Dog,NotIntact,Female,Senior,'Australian Shepherd',Brown,4380,18,Adoption
Name,Dog,NotIntact,Female,Adult,'American Pit Bull Terrier',Brown,730,14,Transfer
Name,Dog,NotIntact,Female,Baby,'Pit Bull','Brown Brindle',93,18,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,14,13,Transfer
Name,Cat,Intact,Female,Baby,'Domestic Medium Hair','Brown Tabby',62,12,Adoption
Name,Dog,NotIntact,Male,Adult,'Miniature Poodle',White,365,15,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Torbie,1095,15,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',124,10,Adoption
NoName,Dog,Intact,Male,Baby,'Chihuahua Shorthair',Brown,31,13,Transfer
Name,Dog,NotIntact,Female,Adult,'Jack Russell Terrier',White,1825,16,Return_to_owner
Name,Dog,NotIntact,Female,Baby,'Border Collie',Black,217,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Black,1460,17,Adoption
NoName,Dog,Intact,Male,Adult,'Pit Bull',White,730,17,Euthanasia
NoName,Cat,Intact,Female,Senior,'Domestic Shorthair',Black,2920,16,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Brown,365,11,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Black,1460,18,Return_to_owner
NoName,Dog,Intact,Female,Adult,'Yorkshire Terrier',Black,730,19,Return_to_owner
Name,Dog,NotIntact,Female,Senior,'Chihuahua Shorthair',Chocolate,4380,17,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,28,8,Died
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Calico,28,18,Transfer
Name,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,31,13,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Black,1,17,Transfer
Name,Dog,NotIntact,Female,Baby,'Siberian Husky',Tricolor,248,16,Return_to_owner
NoName,Cat,NotIntact,Female,Baby,Siamese,'Lynx Point',124,17,Adoption
Name,Dog,NotIntact,Female,Adult,'American Staffordshire Terrier',Black,730,19,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Red,365,18,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Blue,730,16,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',35,8,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',White,1095,14,Transfer
Name,Dog,NotIntact,Female,Adult,'Australian Cattle Dog','Blue Merle',1460,16,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Brown,730,14,Transfer
Name,Dog,NotIntact,Female,Adult,Pbgv,White,730,15,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Black,155,12,Euthanasia
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Black,365,15,Return_to_owner
Name,Dog,NotIntact,Female,Baby,'Rat Terrier',Black,310,14,Adoption
Name,Dog,NotIntact,Male,Adult,'German Shepherd',Sable,365,17,Adoption
Name,Dog,NotIntact,Male,Baby,'Border Terrier',Black,310,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tan,730,17,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Black Smoke',62,17,Adoption
NoName,Cat,Unknown,Unknown,Adult,'Domestic Shorthair','Orange Tabby',730,9,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',31,14,Transfer
Name,Dog,NotIntact,Male,Adult,'Cairn Terrier',Black,1825,12,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Blue,1095,14,Transfer
Name,Cat,NotIntact,Male,Senior,'Russian Blue',Blue,4745,12,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',21,14,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,19,Adoption
Name,Dog,NotIntact,Male,Adult,'German Shepherd',Black,730,18,Return_to_owner
Name,Dog,NotIntact,Male,Adult,Boxer,White,730,14,Return_to_owner
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,16,Adoption
Name,Dog,NotIntact,Male,Baby,'German Shepherd',Brown,93,15,Adoption
Name,Dog,Intact,Female,Baby,'Great Pyrenees',White,31,0,Transfer
NoName,Dog,Intact,Female,Baby,'Labrador Retriever',Cream,7,18,Transfer
Name,Dog,NotIntact,Female,Adult,'Black Mouth Cur',Tan,365,18,Return_to_owner
Name,Cat,NotIntact,Male,Senior,'Maine Coon','Brown Tabby',5475,14,Return_to_owner
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair',Black,730,9,Transfer
Name,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',White,279,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Black,1460,14,Return_to_owner
Name,Cat,Intact,Female,Adult,'Domestic Shorthair','Brown Tabby',365,12,Transfer
Name,Dog,NotIntact,Female,Adult,'Labrador Retriever',Black,730,17,Euthanasia
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',Black,1095,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Brown,730,17,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Medium Hair',Black,155,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Miniature Poodle',Apricot,1825,17,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Golden Retriever',Yellow,1095,17,Adoption
Name,Dog,NotIntact,Female,Baby,'Norfolk Terrier',Black,248,11,Adoption
Name,Dog,NotIntact,Male,Senior,Bulldog,Red,2555,11,Return_to_owner
NoName,Cat,Unknown,Unknown,Adult,'Domestic Shorthair',Orange,730,17,Euthanasia
Name,Cat,NotIntact,Female,Adult,'Domestic Medium Hair','Orange Tabby',365,14,Transfer
Name,Dog,NotIntact,Male,Adult,Beagle,White,730,17,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Medium Hair',Calico,93,9,Adoption
Name,Dog,NotIntact,Female,Senior,'Rat Terrier',White,2555,16,Return_to_owner
NoName,Dog,Intact,Female,Adult,'Chihuahua Shorthair',Brown,730,15,Transfer
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Torbie,2555,17,Adoption
Name,Dog,NotIntact,Female,Baby,'Labrador Retriever',Black,93,18,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Orange Tabby',730,11,Adoption
Name,Dog,NotIntact,Female,Senior,'Pit Bull',White,5840,13,Return_to_owner
Name,Dog,Intact,Male,Adult,Pug,Fawn,730,17,Transfer
Name,Cat,Intact,Female,Baby,'Domestic Shorthair','Orange Tabby',31,17,Euthanasia
Name,Dog,Intact,Male,Baby,'Yorkshire Terrier',Red,155,13,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Miniature Poodle',White,1095,18,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,124,19,Adoption
NoName,Dog,NotIntact,Female,Adult,Pug,Brown,1460,16,Transfer
Name,Dog,Intact,Male,Adult,'Pit Bull',Chocolate,730,15,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Labrador Retriever',White,730,11,Return_to_owner
Name,Dog,Intact,Female,Baby,'Labrador Retriever',Black,124,12,Transfer
Name,Dog,Intact,Male,Baby,Catahoula,White,186,11,Transfer
NoName,Dog,Intact,Female,Baby,'Chihuahua Shorthair',Black,31,18,Euthanasia
NoName,Dog,NotIntact,Female,Baby,'Labrador Retriever',Black,31,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Fawn,1095,13,Return_to_owner
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',248,11,Adoption
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Tan,62,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Black,1825,14,Transfer
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tan,365,14,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Blue Tabby',62,17,Adoption
Name,Dog,NotIntact,Female,Adult,'American Staffordshire Terrier','Black Brindle',730,17,Adoption
NoName,Cat,Unknown,Unknown,Adult,'Domestic Shorthair','Orange Tabby',2190,12,Euthanasia
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Brown Tabby',21,16,Transfer
Name,Cat,NotIntact,Male,Adult,'Domestic Longhair','Brown Tabby',2555,15,Return_to_owner
Name,Cat,NotIntact,Female,Baby,Siamese,'Seal Point',31,18,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Longhair',Gray,365,13,Adoption
Name,Dog,NotIntact,Female,Baby,'Pit Bull',White,124,17,Adoption
Name,Dog,NotIntact,Female,Adult,'Labrador Retriever',Black,730,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Red,730,18,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'American Bulldog',Black,1825,13,Return_to_owner
Name,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',Black,186,19,Adoption
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Black,365,0,Transfer
NoName,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Orange Tabby',730,9,Transfer
Name,Dog,NotIntact,Female,Adult,'Doberman Pinsch',Red,365,15,Transfer
Name,Dog,Intact,Male,Adult,'American Bulldog',White,365,11,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Queensland Heeler',Tricolor,730,15,Transfer
Name,Dog,NotIntact,Female,Senior,'Australian Cattle Dog',White,2190,15,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Medium Hair',White,7,10,Transfer
Name,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',Black,62,17,Adoption
Name,Dog,Intact,Male,Adult,Dalmatian,White,1460,16,Return_to_owner
NoName,Dog,Intact,Female,Baby,'Labrador Retriever',Black,186,18,Transfer
NoName,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Brown Tabby',730,9,Transfer
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tan,1095,14,Adoption
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Black,365,9,Transfer
Name,Dog,Intact,Male,Adult,Weimaraner,Blue,1095,12,Transfer
Name,Dog,NotIntact,Male,Senior,'Australian Cattle Dog',Sable,3650,13,Transfer
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Blue,62,18,Adoption
Name,Cat,NotIntact,Female,Senior,'Domestic Shorthair','Brown Tabby',3650,15,Adoption
Name,Dog,Intact,Female,Baby,'Australian Kelpie',Black,62,11,Transfer
Name,Dog,NotIntact,Male,Baby,'Scottish Terrier','Brown Brindle',62,18,Adoption
Name,Dog,Intact,Male,Adult,'Rat Terrier',Tricolor,1095,16,Transfer
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Gray,1095,14,Return_to_owner
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Blue,124,9,Transfer
Name,Dog,NotIntact,Female,Senior,'Cocker Spaniel',White,3285,13,Return_to_owner
Name,Dog,NotIntact,Male,Senior,'Chihuahua Shorthair',Black,2190,8,Return_to_owner
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',Calico,2555,12,Euthanasia
